id,eval_d,score
0,style,4.0
0,style,0.286
0,style,4.5
0,style,4.0
0,style,4.0
0,style,4.0
0,style,4.0
0,style,4.0
0,style,4.0
0,style,4.0
0,style,4.0
0,content,4.0
0,content,2.5
0,content,4.0
0,content,4.0
0,content,4.0
0,content,4.0
0,content,2.5
0,content,1.0
0,content,2.0
0,content,2.0
0,content,4.5
0,fluency,0.571
0,fluency,4.5
0,fluency,4.5
0,fluency,4.5
0,fluency,0.875
0,fluency,4.0
0,fluency,4.0
0,fluency,4.5
0,fluency,1.0
0,fluency,4.5
0,fluency,1.0
1,style,5.0
1,style,0.857
1,style,4.5
1,style,4.0
1,style,4.0
1,style,4.5
1,style,4.0
1,style,4.0
1,style,4.0
1,style,4.0
1,style,5.0
1,content,5.0
1,content,2.5
1,content,4.0
1,content,4.0
1,content,4.0
1,content,4.0
1,content,4.0
1,content,4.5
1,content,2.0
1,content,2.0
1,content,4.5
1,fluency,0.333
1,fluency,4.5
1,fluency,4.0
1,fluency,3.5
1,fluency,0.2
1,fluency,4.0
1,fluency,3.0
1,fluency,4.0
1,fluency,1.0
1,fluency,4.5
1,fluency,4.0
2,style,4.0
2,style,0.333
2,style,4.5
2,style,4.0
2,style,4.0
2,style,4.0
2,style,4.0
2,style,4.0
2,style,4.0
2,style,4.0
2,style,4.0
2,content,4.0
2,content,4.5
2,content,5.0
2,content,4.5
2,content,5.0
2,content,4.0
2,content,4.0
2,content,4.0
2,content,2.0
2,content,2.0
2,content,4.5
2,fluency,0.857
2,fluency,4.5
2,fluency,4.0
2,fluency,3.5
2,fluency,0.286
2,fluency,3.0
2,fluency,3.5
2,fluency,4.0
2,fluency,2.0
2,fluency,4.5
2,fluency,3.0
3,style,4.0
3,style,0.333
3,style,4.5
3,style,4.0
3,style,4.0
3,style,4.0
3,style,4.0
3,style,4.0
3,style,4.0
3,style,4.5
3,style,4.0
3,content,4.0
3,content,4.5
3,content,5.0
3,content,4.5
3,content,4.0
3,content,4.0
3,content,4.0
3,content,4.0
3,content,3.0
3,content,2.0
3,content,4.5
3,fluency,0.857
3,fluency,4.5
3,fluency,4.0
3,fluency,4.5
3,fluency,0.125
3,fluency,3.0
3,fluency,4.0
3,fluency,4.0
3,fluency,1.0
3,fluency,4.5
3,fluency,4.0
4,style,4.0
4,style,0.333
4,style,4.5
4,style,4.0
4,style,4.0
4,style,4.0
4,style,4.0
4,style,4.0
4,style,4.0
4,style,4.5
4,style,4.0
4,content,4.0
4,content,2.5
4,content,5.0
4,content,4.5
4,content,4.0
4,content,4.0
4,content,4.0
4,content,4.0
4,content,2.0
4,content,2.0
4,content,4.5
4,fluency,0.857
4,fluency,4.0
4,fluency,4.0
4,fluency,4.5
4,fluency,0.5
4,fluency,4.0
4,fluency,4.0
4,fluency,4.0
4,fluency,3.0
4,fluency,5.0
4,fluency,4.0
5,style,4.0
5,style,0.857
5,style,4.5
5,style,4.0
5,style,4.0
5,style,4.5
5,style,4.0
5,style,4.0
5,style,4.0
5,style,4.0
5,style,4.0
5,content,4.0
5,content,3.5
5,content,1.0
5,content,4.0
5,content,4.0
5,content,4.0
5,content,2.0
5,content,2.0
5,content,2.0
5,content,2.0
5,content,4.5
5,fluency,0.857
5,fluency,4.5
5,fluency,4.5
5,fluency,3.5
5,fluency,0.625
5,fluency,4.0
5,fluency,3.5
5,fluency,3.0
5,fluency,2.0
5,fluency,4.5
5,fluency,2.5
6,style,5.0
6,style,0.857
6,style,4.5
6,style,4.0
6,style,4.0
6,style,4.5
6,style,4.0
6,style,4.0
6,style,4.0
6,style,4.5
6,style,4.0
6,content,4.0
6,content,3.5
6,content,4.0
6,content,4.5
6,content,4.0
6,content,4.0
6,content,2.0
6,content,2.0
6,content,2.0
6,content,2.0
6,content,4.5
6,fluency,0.857
6,fluency,4.5
6,fluency,4.5
6,fluency,4.5
6,fluency,0.625
6,fluency,4.0
6,fluency,4.5
6,fluency,4.0
6,fluency,1.0
6,fluency,4.5
6,fluency,5.0
7,style,4.0
7,style,0.0
7,style,4.0
7,style,4.0
7,style,4.0
7,style,4.0
7,style,4.5
7,style,4.0
7,style,4.0
7,style,4.5
7,style,4.0
7,content,4.0
7,content,4.5
7,content,5.0
7,content,5.0
7,content,5.0
7,content,4.0
7,content,5.0
7,content,4.0
7,content,2.0
7,content,3.0
7,content,5.0
7,fluency,1.0
7,fluency,4.5
7,fluency,4.5
7,fluency,4.5
7,fluency,0.875
7,fluency,5.0
7,fluency,4.5
7,fluency,5.0
7,fluency,3.0
7,fluency,4.5
7,fluency,5.0
8,style,4.0
8,style,0.857
8,style,4.5
8,style,4.0
8,style,4.0
8,style,4.5
8,style,4.0
8,style,4.0
8,style,4.0
8,style,4.0
8,style,4.0
8,content,4.0
8,content,2.5
8,content,4.0
8,content,4.5
8,content,4.0
8,content,4.0
8,content,4.0
8,content,4.0
8,content,2.0
8,content,2.0
8,content,4.5
8,fluency,0.875
8,fluency,4.5
8,fluency,4.0
8,fluency,4.5
8,fluency,0.625
8,fluency,4.0
8,fluency,4.5
8,fluency,3.5
8,fluency,3.0
8,fluency,4.5
8,fluency,4.5
9,style,4.0
9,style,0.857
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.5
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,content,4.0
9,content,4.5
9,content,4.0
9,content,4.5
9,content,4.0
9,content,4.0
9,content,4.0
9,content,4.0
9,content,3.0
9,content,2.0
9,content,4.5
9,fluency,0.857
9,fluency,4.5
9,fluency,4.0
9,fluency,4.5
9,fluency,0.5
9,fluency,4.0
9,fluency,4.0
9,fluency,4.0
9,fluency,2.0
9,fluency,4.5
9,fluency,4.0
10,style,5.0
10,style,0.857
10,style,4.5
10,style,5.0
10,style,5.0
10,style,4.0
10,style,4.5
10,style,4.0
10,style,4.0
10,style,5.0
10,style,4.0
10,content,4.0
10,content,2.5
10,content,5.0
10,content,4.5
10,content,2.0
10,content,4.0
10,content,1.0
10,content,1.0
10,content,2.0
10,content,2.0
10,content,4.5
10,fluency,0.333
10,fluency,4.5
10,fluency,4.0
10,fluency,4.5
10,fluency,0.333
10,fluency,4.0
10,fluency,4.0
10,fluency,3.5
10,fluency,1.0
10,fluency,4.5
10,fluency,1.0
11,style,4.0
11,style,0.857
11,style,4.5
11,style,4.0
11,style,4.0
11,style,4.0
11,style,4.0
11,style,4.0
11,style,4.0
11,style,4.5
11,style,4.0
11,content,4.0
11,content,3.5
11,content,4.0
11,content,4.0
11,content,3.0
11,content,4.0
11,content,4.0
11,content,4.5
11,content,2.0
11,content,2.0
11,content,4.5
11,fluency,0.5
11,fluency,4.5
11,fluency,4.0
11,fluency,4.5
11,fluency,0.875
11,fluency,4.0
11,fluency,4.0
11,fluency,4.0
11,fluency,1.0
11,fluency,4.5
11,fluency,4.0
12,style,4.0
12,style,0.857
12,style,4.5
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.5
12,style,4.0
12,content,4.0
12,content,3.5
12,content,4.0
12,content,4.5
12,content,5.0
12,content,4.0
12,content,4.0
12,content,4.0
12,content,2.0
12,content,2.0
12,content,4.5
12,fluency,0.857
12,fluency,4.5
12,fluency,4.0
12,fluency,4.5
12,fluency,0.625
12,fluency,4.0
12,fluency,4.0
12,fluency,4.0
12,fluency,1.0
12,fluency,4.5
12,fluency,4.0
13,style,4.0
13,style,0.5
13,style,4.5
13,style,4.0
13,style,4.0
13,style,4.0
13,style,4.0
13,style,4.0
13,style,4.0
13,style,4.5
13,style,4.0
13,content,4.0
13,content,4.5
13,content,4.0
13,content,4.5
13,content,5.0
13,content,4.0
13,content,4.0
13,content,4.0
13,content,3.0
13,content,2.0
13,content,4.5
13,fluency,0.5
13,fluency,4.5
13,fluency,4.0
13,fluency,4.5
13,fluency,0.0
13,fluency,4.0
13,fluency,-1.0
13,fluency,4.0
13,fluency,4.0
13,fluency,4.5
13,fluency,4.5
14,style,4.0
14,style,0.333
14,style,4.0
14,style,4.0
14,style,4.0
14,style,4.0
14,style,4.5
14,style,4.0
14,style,4.0
14,style,4.5
14,style,4.0
14,content,4.0
14,content,3.5
14,content,4.0
14,content,4.5
14,content,5.0
14,content,4.0
14,content,4.0
14,content,4.0
14,content,3.0
14,content,2.0
14,content,4.5
14,fluency,0.857
14,fluency,4.5
14,fluency,4.0
14,fluency,4.5
14,fluency,0.75
14,fluency,4.0
14,fluency,4.5
14,fluency,4.0
14,fluency,3.0
14,fluency,4.5
14,fluency,5.0
15,style,5.0
15,style,1.0
15,style,4.5
15,style,4.0
15,style,4.0
15,style,4.0
15,style,5.0
15,style,4.0
15,style,4.0
15,style,5.0
15,style,4.0
15,content,5.0
15,content,2.0
15,content,4.0
15,content,4.5
15,content,5.0
15,content,2.0
15,content,4.0
15,content,4.0
15,content,1.0
15,content,2.0
15,content,4.5
15,fluency,0.5
15,fluency,3.0
15,fluency,4.0
15,fluency,2.5
15,fluency,0.0
15,fluency,4.0
15,fluency,4.0
15,fluency,1.0
15,fluency,4.0
15,fluency,4.5
15,fluency,4.0
16,style,4.0
16,style,0.0
16,style,4.5
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.5
16,style,4.0
16,style,4.0
16,style,4.5
16,style,4.0
16,content,4.0
16,content,4.5
16,content,5.0
16,content,5.0
16,content,5.0
16,content,4.0
16,content,5.0
16,content,4.0
16,content,3.0
16,content,3.0
16,content,5.0
16,fluency,1.0
16,fluency,4.5
16,fluency,4.0
16,fluency,4.5
16,fluency,0.625
16,fluency,4.0
16,fluency,4.0
16,fluency,4.0
16,fluency,1.0
16,fluency,4.5
16,fluency,5.0
17,style,4.0
17,style,0.857
17,style,4.0
17,style,4.0
17,style,4.0
17,style,4.0
17,style,4.0
17,style,4.0
17,style,4.0
17,style,4.0
17,style,4.0
17,content,4.0
17,content,2.5
17,content,5.0
17,content,4.5
17,content,4.0
17,content,4.0
17,content,4.0
17,content,4.0
17,content,2.0
17,content,2.0
17,content,4.5
17,fluency,0.857
17,fluency,4.5
17,fluency,4.5
17,fluency,4.5
17,fluency,0.714
17,fluency,4.0
17,fluency,3.5
17,fluency,4.0
17,fluency,4.0
17,fluency,4.5
17,fluency,4.0
18,style,4.0
18,style,0.857
18,style,4.5
18,style,4.0
18,style,4.0
18,style,4.0
18,style,4.0
18,style,4.0
18,style,4.0
18,style,4.5
18,style,4.0
18,content,4.0
18,content,2.5
18,content,5.0
18,content,4.5
18,content,4.0
18,content,4.0
18,content,4.0
18,content,4.0
18,content,2.0
18,content,2.0
18,content,4.5
18,fluency,0.5
18,fluency,4.5
18,fluency,4.5
18,fluency,4.5
18,fluency,0.875
18,fluency,5.0
18,fluency,5.0
18,fluency,4.0
18,fluency,1.0
18,fluency,4.5
18,fluency,5.0
19,style,4.0
19,style,0.857
19,style,4.5
19,style,4.0
19,style,4.0
19,style,4.0
19,style,4.0
19,style,4.0
19,style,4.0
19,style,4.0
19,style,4.0
19,content,4.0
19,content,2.5
19,content,4.0
19,content,4.5
19,content,4.0
19,content,4.0
19,content,2.0
19,content,2.5
19,content,2.0
19,content,2.0
19,content,4.5
19,fluency,0.75
19,fluency,4.5
19,fluency,4.5
19,fluency,4.5
19,fluency,0.625
19,fluency,4.0
19,fluency,4.5
19,fluency,4.5
19,fluency,2.0
19,fluency,4.5
19,fluency,5.0
20,style,5.0
20,style,0.857
20,style,4.5
20,style,4.0
20,style,5.0
20,style,4.0
20,style,4.0
20,style,4.0
20,style,4.0
20,style,5.0
20,style,5.0
20,content,5.0
20,content,2.0
20,content,4.0
20,content,4.0
20,content,5.0
20,content,4.0
20,content,1.0
20,content,2.0
20,content,2.0
20,content,2.0
20,content,4.5
20,fluency,0.875
20,fluency,4.5
20,fluency,1.0
20,fluency,2.5
20,fluency,0.125
20,fluency,2.0
20,fluency,1.5
20,fluency,1.0
20,fluency,1.0
20,fluency,4.5
20,fluency,1.0
21,style,4.0
21,style,0.667
21,style,4.5
21,style,4.0
21,style,4.0
21,style,4.0
21,style,4.0
21,style,4.0
21,style,4.0
21,style,4.333
21,style,4.0
21,content,4.0
21,content,3.5
21,content,4.0
21,content,4.5
21,content,4.0
21,content,4.0
21,content,4.0
21,content,4.0
21,content,2.0
21,content,2.0
21,content,4.5
21,fluency,0.857
21,fluency,4.5
21,fluency,4.0
21,fluency,4.5
21,fluency,0.875
21,fluency,4.0
21,fluency,4.5
21,fluency,4.5
21,fluency,1.0
21,fluency,4.5
21,fluency,1.0
22,style,4.0
22,style,0.857
22,style,4.5
22,style,4.0
22,style,4.0
22,style,4.0
22,style,4.5
22,style,4.0
22,style,4.0
22,style,4.5
22,style,4.0
22,content,4.0
22,content,2.5
22,content,5.0
22,content,4.5
22,content,4.0
22,content,4.0
22,content,3.0
22,content,4.0
22,content,3.0
22,content,2.0
22,content,4.5
22,fluency,0.714
22,fluency,4.5
22,fluency,4.5
22,fluency,4.5
22,fluency,0.875
22,fluency,4.0
22,fluency,4.5
22,fluency,4.0
22,fluency,2.0
22,fluency,4.5
22,fluency,4.0
23,style,5.0
23,style,0.857
23,style,4.5
23,style,4.0
23,style,5.0
23,style,4.0
23,style,4.0
23,style,4.0
23,style,4.0
23,style,5.0
23,style,5.0
23,content,5.0
23,content,2.5
23,content,5.0
23,content,4.0
23,content,4.0
23,content,4.0
23,content,1.0
23,content,2.0
23,content,2.0
23,content,2.0
23,content,4.5
23,fluency,0.5
23,fluency,1.0
23,fluency,1.0
23,fluency,1.0
23,fluency,0.001
23,fluency,1.0
23,fluency,2.0
23,fluency,1.0
23,fluency,1.0
23,fluency,1.0
23,fluency,1.0
24,style,5.0
24,style,0.857
24,style,4.5
24,style,4.0
24,style,4.0
24,style,4.0
24,style,4.5
24,style,4.0
24,style,4.0
24,style,5.0
24,style,4.0
24,content,4.0
24,content,2.5
24,content,5.0
24,content,4.5
24,content,4.0
24,content,4.0
24,content,1.0
24,content,2.0
24,content,2.0
24,content,2.0
24,content,5.0
24,fluency,0.875
24,fluency,4.5
24,fluency,1.0
24,fluency,2.5
24,fluency,0.5
24,fluency,2.0
24,fluency,2.0
24,fluency,1.0
24,fluency,1.0
24,fluency,4.5
24,fluency,1.0
25,style,4.0
25,style,0.571
25,style,4.5
25,style,4.0
25,style,4.0
25,style,4.5
25,style,4.5
25,style,4.0
25,style,4.0
25,style,4.0
25,style,4.0
25,content,4.0
25,content,2.5
25,content,4.0
25,content,4.5
25,content,4.0
25,content,4.0
25,content,1.0
25,content,2.0
25,content,2.0
25,content,2.0
25,content,4.5
25,fluency,0.333
25,fluency,4.5
25,fluency,4.5
25,fluency,4.5
25,fluency,0.875
25,fluency,5.0
25,fluency,4.5
25,fluency,4.5
25,fluency,1.0
25,fluency,5.0
25,fluency,4.0
26,style,4.0
26,style,0.714
26,style,4.5
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.5
26,style,4.0
26,content,4.0
26,content,2.5
26,content,4.0
26,content,4.5
26,content,5.0
26,content,4.0
26,content,4.0
26,content,4.0
26,content,2.0
26,content,2.0
26,content,4.5
26,fluency,0.667
26,fluency,4.5
26,fluency,4.0
26,fluency,1.5
26,fluency,0.125
26,fluency,3.0
26,fluency,4.0
26,fluency,3.5
26,fluency,1.0
26,fluency,3.5
26,fluency,1.0
27,style,5.0
27,style,0.667
27,style,4.5
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.0
27,style,5.0
27,content,5.0
27,content,4.0
27,content,4.0
27,content,4.0
27,content,3.0
27,content,4.0
27,content,4.0
27,content,4.0
27,content,2.0
27,content,2.0
27,content,4.5
27,fluency,0.667
27,fluency,4.5
27,fluency,4.5
27,fluency,4.5
27,fluency,0.2
27,fluency,3.0
27,fluency,2.5
27,fluency,4.0
27,fluency,1.0
27,fluency,4.5
27,fluency,3.0
28,style,4.0
28,style,0.714
28,style,4.0
28,style,4.0
28,style,4.0
28,style,4.0
28,style,4.0
28,style,4.0
28,style,4.0
28,style,4.5
28,style,4.0
28,content,4.0
28,content,3.5
28,content,4.0
28,content,4.5
28,content,4.0
28,content,4.0
28,content,4.0
28,content,4.0
28,content,2.0
28,content,2.0
28,content,4.5
28,fluency,0.75
28,fluency,4.5
28,fluency,4.5
28,fluency,4.5
28,fluency,0.5
28,fluency,4.0
28,fluency,4.5
28,fluency,3.0
28,fluency,1.0
28,fluency,4.5
28,fluency,4.0
29,style,5.0
29,style,0.857
29,style,4.5
29,style,4.0
29,style,5.0
29,style,4.0
29,style,4.0
29,style,4.0
29,style,4.0
29,style,5.0
29,style,4.0
29,content,4.0
29,content,3.5
29,content,4.0
29,content,4.5
29,content,4.0
29,content,4.0
29,content,4.0
29,content,2.0
29,content,2.0
29,content,2.0
29,content,4.5
29,fluency,0.857
29,fluency,4.5
29,fluency,4.5
29,fluency,4.5
29,fluency,0.875
29,fluency,4.0
29,fluency,4.0
29,fluency,4.0
29,fluency,1.0
29,fluency,4.5
29,fluency,4.0
30,style,4.0
30,style,0.857
30,style,4.5
30,style,4.0
30,style,4.0
30,style,4.0
30,style,4.5
30,style,4.0
30,style,4.0
30,style,4.5
30,style,4.0
30,content,4.0
30,content,3.5
30,content,4.0
30,content,4.5
30,content,4.0
30,content,4.0
30,content,4.0
30,content,4.0
30,content,3.0
30,content,2.0
30,content,4.5
30,fluency,0.857
30,fluency,4.5
30,fluency,4.5
30,fluency,4.5
30,fluency,0.875
30,fluency,4.0
30,fluency,4.5
30,fluency,4.0
30,fluency,3.0
30,fluency,4.5
30,fluency,4.0
31,style,4.0
31,style,0.333
31,style,4.5
31,style,4.0
31,style,4.0
31,style,4.5
31,style,4.5
31,style,4.0
31,style,4.0
31,style,4.0
31,style,4.0
31,content,4.0
31,content,4.5
31,content,5.0
31,content,4.5
31,content,5.0
31,content,4.0
31,content,4.0
31,content,4.0
31,content,2.0
31,content,2.0
31,content,4.5
31,fluency,0.857
31,fluency,4.5
31,fluency,4.5
31,fluency,4.5
31,fluency,0.875
31,fluency,4.0
31,fluency,4.5
31,fluency,4.0
31,fluency,4.0
31,fluency,4.5
31,fluency,4.0
32,style,4.0
32,style,0.333
32,style,4.0
32,style,4.0
32,style,4.0
32,style,4.0
32,style,4.0
32,style,4.0
32,style,4.0
32,style,4.5
32,style,4.0
32,content,4.0
32,content,3.5
32,content,5.0
32,content,4.5
32,content,5.0
32,content,4.0
32,content,4.0
32,content,4.0
32,content,3.0
32,content,2.0
32,content,4.5
32,fluency,0.857
32,fluency,4.5
32,fluency,4.0
32,fluency,4.5
32,fluency,0.5
32,fluency,5.0
32,fluency,3.5
32,fluency,4.5
32,fluency,4.5
32,fluency,4.5
32,fluency,4.5
33,style,4.0
33,style,0.857
33,style,4.5
33,style,4.0
33,style,4.0
33,style,4.5
33,style,4.5
33,style,4.0
33,style,4.0
33,style,4.0
33,style,4.0
33,content,4.0
33,content,2.5
33,content,4.0
33,content,4.5
33,content,4.0
33,content,4.0
33,content,2.0
33,content,2.0
33,content,2.0
33,content,2.0
33,content,4.5
33,fluency,0.5
33,fluency,4.5
33,fluency,2.0
